"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","order","seasonal_order","mape","data"
"2025-02-04 02:05:06","4.9s","873205dcb7ab4ce5a8f45cec0217f714","gregarious-moth-425","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.3221377412321854","307"
"2025-02-04 02:05:02","4.7s","a153ce95baf4477f807dc273d3c76fba","indecisive-shark-624","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.23637214616754681","306"
"2025-02-04 02:04:57","4.7s","b35c964b40074d7b8713a9e61eb564f4","welcoming-mink-365","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.2575482110642089","305"
"2025-02-04 02:04:52","5.0s","97e3ab3454ac4a699fd4f767b30af815","merciful-sloth-248","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.3880458138959347","304"
"2025-02-04 02:04:47","4.9s","d369b618b4de48c8863dd8a55bd7b1e8","monumental-owl-271","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.20668227263283645","303"
"2025-02-04 02:04:42","4.7s","470960019e754a52a995aed1121f1542","dashing-whale-944","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.24111258886449155","302"
"2025-02-04 02:04:37","5.2s","6fd3e1447eae4cc69bfeb52c2e9a47b7","thoughtful-kite-818","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.1960470411373801","301"
"2025-02-04 02:04:33","4.4s","7c7987484c4b4929947a1e27c317a381","skillful-fawn-80","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.31650375386682467","300"
"2025-02-04 02:04:28","5.1s","3991af00c1274bd9852682de756ea54d","burly-ray-619","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.264026813124557","299"
"2025-02-04 02:04:22","5.5s","f56fa8e98fd7474783a13104a335141c","zealous-moth-252","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.26736254807716636","298"
"2025-02-04 02:04:17","4.9s","f9f6e70d41d0458281820fc58e2f4e65","fortunate-hound-661","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.26022033983122156","297"
"2025-02-04 02:04:12","5.1s","a05012842a3c4f2dae7ec1f539b72089","fortunate-lynx-177","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.17694915364043645","296"
"2025-02-04 02:04:07","5.0s","5fef47ec176a4eba9bb2299e506bbd23","monumental-rook-265","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.24628327576365414","295"
"2025-02-04 02:04:02","4.7s","6b7b8c7f55774cfe833214047cc1d0ff","aged-stag-332","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.23139069938519866","294"
"2025-02-04 02:03:57","5.0s","050df809132145f3a48988f9f0bf2872","rumbling-hawk-855","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.3176600786604013","293"
"2025-02-04 02:03:50","7.1s","80130fc557b04eafbaa7afa5a30f8888","carefree-crane-246","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.21036302860491515","292"
"2025-02-04 02:03:45","5.3s","9619e0e4f2a14786a5b345fc36ae09e7","righteous-swan-175","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.1385009274452979","291"
"2025-02-04 02:03:41","4.6s","5fc2fd6dbe044a61b33774dcea5ca52e","overjoyed-tern-69","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.18976070484428723","290"
"2025-02-04 02:03:35","5.1s","95d31bec456942e9a2cdc1127338f679","gaudy-kite-841","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.29684166448963106","289"
"2025-02-04 02:03:31","4.9s","e00cf3cf0d2445f6bff87871e0e869f8","suave-robin-637","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.2131211044353183","288"
